Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
71,4.0,0.0,0.0,263.0,7.0,24.0,3233.0,0.0,28.906000000000013,0.0,0.0,399.4768171310425,,,,,,,,,,,,,,,,,,,,,3.455480104150581,2.515498385367158,6.535111516372636,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,4.0,0.0,0.0,290.0,8.0,27.0,3260.0,0.0,26.10900000000002,0.0,0.0,401.6689715385437,,,,,,,,,,,,,,,,,,,,,2.712360190959739,2.386299827016425,6.303841741277785,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,4.0,0.0,0.0,324.0,9.0,34.0,3294.0,0.0,40.706999999999994,0.0,0.0,404.53106451034546,,,,,,,,,,,,,,,,,,,,,3.543366341730429,2.432634111518879,6.520947591928035,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,4.0,0.0,0.0,347.0,10.0,23.0,3317.0,0.0,24.907000000000014,0.0,0.0,406.4334373474121,,,,,,,,,,,,,,,,,,,,,2.9980070696757615,2.513097064163987,6.4709208555862086,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,4.0,0.0,0.0,376.0,11.0,29.0,3346.0,0.0,31.206000000000017,0.0,0.0,408.70024943351746,,,,,,,,,,,,,,,,,,,,,3.1205873654287197,2.065862532324666,6.1365100423880286,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,4.0,0.0,0.0,403.0,12.0,27.0,3373.0,0.0,33.404999999999994,0.0,0.0,410.7601866722107,,,,,,,,,,,,,,,,,,,,,3.6728624971868244,2.176412401161467,6.227774779853032,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,4.0,0.0,0.0,440.0,13.0,37.0,3410.0,0.0,30.31400000000003,0.0,0.0,413.53931498527527,,,,,,,,,,,,,,,,,,,,,2.3422740003676226,2.228173212727766,6.163940851313409,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,4.0,0.0,0.0,476.0,14.0,36.0,3446.0,0.0,47.80499999999999,0.0,0.0,416.27229261398315,,,,,,,,,,,,,,,,,,,,,4.048376286168303,2.020907924451356,6.188849202821091,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,4.0,0.0,0.0,497.0,15.0,21.0,3467.0,0.0,24.505000000000013,0.0,0.0,417.96110916137695,,,,,,,,,,,,,,,,,,,,,3.182352039587564,2.3038219192348275,6.365974500854772,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,4.0,0.0,0.0,533.0,16.0,36.0,3503.0,0.0,41.70799999999999,0.0,0.0,420.7031662464142,,,,,,,,,,,,,,,,,,,,,3.4898417702712696,2.2999681578000666,6.50935533839732,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,5.0,0.0,0.0,83.0,1.0,83.0,3586.0,0.0,116.107,0.0,0.0,458.1290771961212,,,,,,,,,,,,,,,,,,,,,4.503757091136088,1.843976573165456,6.500554091436823,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,5.0,0.0,0.0,100.0,2.0,17.0,3603.0,0.0,19.30500000000001,0.0,0.0,459.5417206287384,,,,,,,,,,,,,,,,,,,,,2.9350594056322397,2.338502788725794,6.194567187536535,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,5.0,0.0,0.0,133.0,3.0,33.0,3636.0,0.0,46.404999999999994,0.0,0.0,462.06466603279114,,,,,,,,,,,,,,,,,,,,,4.263619636798731,2.284395641498096,6.506576533090088,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,5.0,0.0,0.0,192.0,4.0,59.0,3695.0,0.0,55.21500000000002,0.0,0.0,466.33533120155334,,,,,,,,,,,,,,,,,,,,,2.8867429925002117,1.872227854234129,5.885212903923216,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,5.0,0.0,0.0,212.0,5.0,20.0,3715.0,0.0,21.906000000000013,0.0,0.0,468.29942774772644,,,,,,,,,,,,,,,,,,,,,2.9381693198741083,2.43449086641916,6.244851547391676,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,5.0,0.0,0.0,244.0,6.0,32.0,3747.0,0.0,39.40799999999999,0.0,0.0,470.7947633266449,,,,,,,,,,,,,,,,,,,,,3.6380665311218454,2.6205034050912817,6.614166185882042,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,5.0,0.0,0.0,273.0,7.0,29.0,3776.0,0.0,30.10800000000002,0.0,0.0,473.05196356773376,,,,,,,,,,,,,,,,,,,,,2.991919606064567,2.3824004368167033,6.3881692096554,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,5.0,0.0,0.0,356.0,8.0,83.0,3859.0,0.0,116.90700000000001,0.0,0.0,479.04980540275574,,,,,,,,,,,,,,,,,,,,,4.527222708818038,1.7350964788754475,6.386029694756767,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,5.0,0.0,0.0,421.0,9.0,65.0,3924.0,0.0,84.40900000000002,0.0,0.0,483.76430773735046,,,,,,,,,,,,,,,,,,,,,4.117671453458645,1.9368986435522821,6.253891137870163,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,5.0,0.0,0.0,452.0,10.0,31.0,3955.0,0.0,39.50599999999999,0.0,0.0,486.18154549598694,,,,,,,,,,,,,,,,,,,,,3.7490809083332817,2.372851999569242,6.627925075000686,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,5.0,0.0,0.0,482.0,11.0,30.0,3985.0,0.0,36.605999999999995,0.0,0.0,488.52349185943604,,,,,,,,,,,,,,,,,,,,,3.571571451078914,2.398349401537423,6.374081343271106,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,5.0,0.0,0.0,509.0,12.0,27.0,4012.0,0.0,31.907000000000014,0.0,0.0,490.69842886924744,,,,,,,,,,,,,,,,,,,,,3.3808669625311607,2.417651811431404,6.459968004996563,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,5.0,0.0,0.0,611.0,13.0,102.0,4114.0,0.0,117.80699999999996,0.0,0.0,497.922465801239,,,,,,,,,,,,,,,,,,,,,3.698971114730466,1.6451102382951477,6.597834127496763,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,5.0,0.0,0.0,632.0,14.0,21.0,4135.0,0.0,21.906000000000013,0.0,0.0,499.57142448425293,,,,,,,,,,,,,,,,,,,,,2.7703382810210844,2.3545807618900154,6.361241185095951,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,5.0,0.0,0.0,675.0,15.0,43.0,4178.0,0.0,63.504999999999995,0.0,0.0,503.3917644023895,,,,,,,,,,,,,,,,,,,,,4.618660104164965,2.246818292417114,6.611751375118891,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,6.0,0.0,0.0,0.0,0.0,22.0,4200.0,0.0,27.80500000000001,0.0,0.0,536.6891286373138,,,,,,,,,0.15763621,0.05077481,0.2606617,0.09463014,,,,,6.5674148,3.635022,16.296385,1.0482773,3.5325280274929467,2.4856396555064473,6.414735740780785,0.001,1.678044,0.0,1.678044,1.678044,2.548575092396342e-17,1.0,6.1710662153836155,-2.1434946414971563,3.4731698,2.025337,7.0578623,-0.035442803,0.2390549,0.025826152,0.28567532,0.19914845,-0.06443249,0.027420346,-0.007928671,-0.09734745,3.809480524242383,2.1343247255266826,6.518198862822892,0.0010000000000000009,0.07007408,0.0,0.07007408,0.07007408,0.9851912,0.34254915,3.3995733,0.12125368,0.9892874,0.16352984,1.2,0.8
97,6.0,0.0,0.0,46.0,1.0,46.0,4246.0,0.0,43.511,0.0,0.0,544.160234451294,,,,,,,,,,,,,,,,,,,,,2.845498611172059,1.9630482413647456,6.146120016984233,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,6.0,0.0,0.0,79.0,2.0,33.0,4279.0,0.0,39.508999999999986,0.0,0.0,546.7548699378967,,,,,,,,,,,,,,,,,,,,,3.572710732952246,2.753367147897556,6.641664905342613,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,6.0,0.0,0.0,109.0,3.0,30.0,4309.0,0.0,32.60899999999999,0.0,0.0,549.1187119483948,,,,,,,,,,,,,,,,,,,,,3.1107464860867236,2.5367683905992835,6.588973750313546,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,6.0,0.0,0.0,144.0,4.0,35.0,4344.0,0.0,39.70899999999999,0.0,0.0,551.83553647995,,,,,,,,,,,,,,,,,,,,,3.372334700101843,2.5301697717551956,6.631603365164561,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,6.0,0.0,0.0,188.0,5.0,44.0,4388.0,0.0,60.90699999999999,0.0,0.0,555.1377575397491,,,,,,,,,,,,,,,,,,,,,4.294689268354656,2.3305049095790507,6.534663768655444,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,6.0,0.0,0.0,213.0,6.0,25.0,4413.0,0.0,29.407000000000014,0.0,0.0,557.1545021533966,,,,,,,,,,,,,,,,,,,,,3.336885758124439,2.613519305522763,6.546229778620119,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,6.0,0.0,0.0,259.0,7.0,46.0,4459.0,0.0,61.404999999999994,0.0,0.0,560.6642708778381,,,,,,,,,,,,,,,,,,,,,4.14355423300552,1.901056684972884,6.477452213313931,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,6.0,0.0,0.0,279.0,8.0,20.0,4479.0,0.0,18.908000000000012,0.0,0.0,562.3707823753357,,,,,,,,,,,,,,,,,,,,,2.4211192242164397,2.358150203745548,6.258978078144792,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,6.0,0.0,0.0,302.0,9.0,23.0,4502.0,0.0,22.908000000000015,0.0,0.0,564.1491992473602,,,,,,,,,,,,,,,,,,,,,2.738106446927779,2.4253942166863602,6.124804315694792,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,6.0,0.0,0.0,331.0,10.0,29.0,4531.0,0.0,29.60900000000002,0.0,0.0,566.6608567237854,,,,,,,,,,,,,,,,,,,,,2.9178358483302835,2.4049391269087956,6.47720024393169,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,6.0,0.0,0.0,360.0,11.0,29.0,4560.0,0.0,31.10800000000002,0.0,0.0,568.8410754203796,,,,,,,,,,,,,,,,,,,,,3.0737170526022566,2.5187674896996315,6.50630216431594,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,6.0,0.0,0.0,396.0,12.0,36.0,4596.0,0.0,32.71299999999998,0.0,0.0,571.5463607311249,,,,,,,,,,,,,,,,,,,,,2.630545008537402,2.438059526624285,6.321031801154672,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,6.0,0.0,0.0,445.0,13.0,49.0,4645.0,0.0,64.40600000000003,0.0,0.0,575.1544723510742,,,,,,,,,,,,,,,,,,,,,4.113568841475807,1.9567628648785573,6.2727056277131945,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,6.0,0.0,0.0,475.0,14.0,30.0,4675.0,0.0,30.60900000000002,0.0,0.0,577.5588004589081,,,,,,,,,,,,,,,,,,,,,2.9621899773242335,2.321564173244742,6.3098839769151445,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,6.0,0.0,0.0,497.0,15.0,22.0,4697.0,0.0,23.807000000000013,0.0,0.0,579.4256355762482,,,,,,,,,,,,,,,,,,,,,2.9683210133528943,2.554534136866095,6.461390432389584,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,7.0,0.0,0.0,0.0,0.0,22.0,4719.0,0.0,27.405000000000012,0.0,0.0,606.0866169929504,,,,,,,,,0.16448885,0.043524217,0.25227824,0.118036315,,,,,6.2919865,3.0180278,14.738607,1.2741709,3.492244388677902,2.4419811712261716,6.475763949638032,0.001,1.6558167,0.0,1.6558167,1.6558167,-3.422652869750001e-18,1.0,5.596135883882944,-1.5095384789040995,3.0565546,2.1717167,6.5275655,-0.09460352,0.23255081,0.014800771,0.2609503,0.20981157,-0.05147762,0.030854816,0.007890234,-0.082409084,3.323663536433245,2.391146250756702,6.553883806090834,-0.003580712281641668,0.05736021,0.0,0.05736021,0.05736021,0.9839432,0.3697815,6.025187,0.12950906,0.98353064,0.15953805,1.2,0.8
113,7.0,0.0,0.0,33.0,1.0,33.0,4752.0,0.0,41.50799999999999,0.0,0.0,612.4358747005463,,,,,,,,,,,,,,,,,,,,,3.7305340482138565,2.6390278677671035,6.607858313141757,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,7.0,0.0,0.0,102.0,2.0,69.0,4821.0,0.0,105.30599999999998,0.0,0.0,617.3691313266754,,,,,,,,,,,,,,,,,,,,,4.861815036187182,2.007667600854592,6.666326787036167,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,7.0,0.0,0.0,130.0,3.0,28.0,4849.0,0.0,32.105999999999995,0.0,0.0,619.6865224838257,,,,,,,,,,,,,,,,,,,,,3.333845831308898,2.355103861780234,6.485610233258042,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,7.0,0.0,0.0,157.0,4.0,27.0,4876.0,0.0,34.80599999999999,0.0,0.0,621.9226768016815,,,,,,,,,,,,,,,,,,,,,3.7834550807998863,2.4946570358393294,6.346967031675334,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,7.0,0.0,0.0,197.0,5.0,40.0,4916.0,0.0,57.80599999999999,0.0,0.0,624.907680273056,,,,,,,,,,,,,,,,,,,,,4.449784094907287,2.355834940508364,6.628544784584724,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,7.0,0.0,0.0,217.0,6.0,20.0,4936.0,0.0,25.006000000000007,0.0,0.0,626.9559786319733,,,,,,,,,,,,,,,,,,,,,3.4017906179082624,2.652907172158687,6.564651846500601,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,7.0,0.0,0.0,240.0,7.0,23.0,4959.0,0.0,27.30600000000001,0.0,0.0,628.8416523933411,,,,,,,,,,,,,,,,,,,,,3.2913309558645967,2.54363824010443,6.565452006477539,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,7.0,0.0,0.0,263.0,8.0,23.0,4982.0,0.0,25.007000000000016,0.0,0.0,630.7428278923035,,,,,,,,,,,,,,,,,,,,,2.9660528768293917,2.4648284368565556,6.487478785538845,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,7.0,0.0,0.0,301.0,9.0,38.0,5020.0,0.0,54.40599999999999,0.0,0.0,633.5716767311096,,,,,,,,,,,,,,,,,,,,,4.393854497502064,2.6034031043856665,6.665425976482629,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,7.0,0.0,0.0,325.0,10.0,24.0,5044.0,0.0,24.908000000000015,0.0,0.0,635.5398137569427,,,,,,,,,,,,,,,,,,,,,2.8819488212369717,2.4077540527979715,6.342792830803663,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,7.0,0.0,0.0,390.0,11.0,65.0,5109.0,0.0,100.608,0.0,0.0,640.2117874622345,,,,,,,,,,,,,,,,,,,,,4.924662399806443,2.345324390321463,6.646016132610553,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,7.0,0.0,0.0,420.0,12.0,30.0,5139.0,0.0,35.50799999999999,0.0,0.0,642.5143201351166,,,,,,,,,,,,,,,,,,,,,3.467549221004601,2.651825868174357,6.632769410119572,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,7.0,0.0,0.0,454.0,13.0,34.0,5173.0,0.0,32.41399999999997,0.0,0.0,645.124675989151,,,,,,,,,,,,,,,,,,,,,2.7584152581252313,2.6824992663862868,6.588090545148232,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,7.0,0.0,0.0,485.0,14.0,31.0,5204.0,0.0,40.00699999999999,0.0,0.0,647.5275919437408,,,,,,,,,,,,,,,,,,,,,3.801078901294429,2.6599134388387107,6.652808882802586,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,7.0,0.0,0.0,510.0,15.0,25.0,5229.0,0.0,27.007000000000016,0.0,0.0,649.7563343048096,,,,,,,,,,,,,,,,,,,,,3.0373609527926364,2.4347020726238653,6.483250722561691,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,8.0,0.0,0.0,0.0,0.0,51.0,5280.0,0.0,62.507999999999996,0.0,0.0,678.5241656303406,,,,,,,,,0.15205725,0.037046675,0.21737802,0.09619965,,,,,4.8680515,3.2184975,15.793025,0.9524482,3.814881748570081,2.1894976549921377,6.4831635659112035,0.001,1.5950863,0.0,1.5950863,1.5950863,-2.8497703305886374e-17,1.0,5.967966182679748,-2.634710138559813,3.8415365,2.4120579,6.831199,-0.023990927,0.21792284,0.019473124,0.2487753,0.19264045,-0.05057325,0.023032838,-0.009803724,-0.08814826,3.905433562075669,2.521987656169067,6.653466708613157,0.0010000000000000009,0.08089006,0.0,0.08089006,0.08089006,0.9659602,0.39432168,4.8016024,0.0014715281,0.9744378,0.1641213,1.2,0.8
129,8.0,0.0,0.0,63.0,1.0,63.0,5343.0,0.0,77.20900000000002,0.0,0.0,688.2311053276062,,,,,,,,,,,,,,,,,,,,,3.8617634740749422,1.9715479294208587,6.356531078129863,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,8.0,0.0,0.0,163.0,2.0,100.0,5443.0,0.0,87.44500000000016,0.0,0.0,695.3524038791656,,,,,,,,,,,,,,,,,,,,,2.7715988956522675,2.6461020332310103,6.62659822537132,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,8.0,0.0,0.0,187.0,3.0,24.0,5467.0,0.0,26.407000000000014,0.0,0.0,697.2691090106964,,,,,,,,,,,,,,,,,,,,,3.0336787287097806,2.4663277852293772,6.520733076127968,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,8.0,0.0,0.0,215.0,4.0,28.0,5495.0,0.0,29.607000000000017,0.0,0.0,699.4375240802765,,,,,,,,,,,,,,,,,,,,,3.0405199292957086,2.375017524122718,6.339577650629105,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,8.0,0.0,0.0,315.0,5.0,100.0,5595.0,0.0,137.30799999999996,0.0,0.0,706.9236035346985,,,,,,,,,,,,,,,,,,,,,4.422413716176056,1.8008139078344398,6.646908527329176,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,8.0,0.0,0.0,348.0,6.0,33.0,5628.0,0.0,46.40599999999999,0.0,0.0,709.4939787387848,,,,,,,,,,,,,,,,,,,,,4.220531927756795,2.545437531361029,6.618866205576235,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,8.0,0.0,0.0,367.0,7.0,19.0,5647.0,0.0,21.80500000000001,0.0,0.0,711.1339266300201,,,,,,,,,,,,,,,,,,,,,3.103555107837713,2.296749422230055,6.254563031275575,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,8.0,0.0,0.0,401.0,8.0,34.0,5681.0,0.0,39.20799999999999,0.0,0.0,713.7315359115601,,,,,,,,,,,,,,,,,,,,,3.3964546657712305,2.5051626662824473,6.520232013047781,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,8.0,0.0,0.0,450.0,9.0,49.0,5730.0,0.0,55.409,0.0,0.0,717.3114898204803,,,,,,,,,,,,,,,,,,,,,3.453472949219447,2.214653955846138,6.6327823521058855,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,8.0,0.0,0.0,491.0,10.0,41.0,5771.0,0.0,54.40699999999999,0.0,0.0,720.3348212242126,,,,,,,,,,,,,,,,,,,,,4.067455324035164,2.341903634210988,6.537316368418266,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,8.0,0.0,0.0,514.0,11.0,23.0,5794.0,0.0,24.406000000000013,0.0,0.0,722.2342133522034,,,,,,,,,,,,,,,,,,,,,2.9343038197341538,2.273316338511511,6.345517640478241,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,8.0,0.0,0.0,559.0,12.0,45.0,5839.0,0.0,60.109999999999985,0.0,0.0,725.687527179718,,,,,,,,,,,,,,,,,,,,,4.107671636340878,2.6631023488470844,6.652047013425934,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,8.0,0.0,0.0,594.0,13.0,35.0,5874.0,0.0,50.30599999999999,0.0,0.0,728.375079870224,,,,,,,,,,,,,,,,,,,,,4.349288691021553,2.511338057941725,6.626383920390989,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,8.0,0.0,0.0,621.0,14.0,27.0,5901.0,0.0,32.00699999999999,0.0,0.0,730.5703232288361,,,,,,,,,,,,,,,,,,,,,3.3888601585765694,2.4251763474308747,6.510332450756829,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,8.0,0.0,0.0,656.0,15.0,35.0,5936.0,0.0,49.904999999999994,0.0,0.0,733.2058265209198,,,,,,,,,,,,,,,,,,,,,4.3560862831451725,2.3248419854589257,6.471836483991651,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,9.0,0.0,0.0,0.0,0.0,49.0,5985.0,0.0,66.50700000000002,0.0,0.0,771.7791230678558,,,,,,,,,0.13208841,0.050174907,0.24636069,0.08119443,,,,,5.986467,3.8777854,16.300333,1.0493798,4.209225881084882,2.1069403090120553,6.616256497217463,0.001,1.4900967,0.0,1.4900967,1.4900967,1.0078620365391493e-17,1.0,6.161031136490274,-2.004675431017371,3.8199782,2.4512622,7.5572534,-0.051641796,0.21152398,0.021587072,0.25921133,0.18631624,-0.064972445,0.02888746,0.001106777,-0.09022082,3.7467912170693527,2.3925500726897972,6.641421640562887,0.0009110362054407586,0.09172134,0.0,0.09172134,0.09172134,0.9616165,0.4270261,4.801039,0.0038588874,0.9758627,0.16993916,1.2,0.8
145,9.0,0.0,0.0,26.0,1.0,26.0,6011.0,0.0,27.408000000000015,0.0,0.0,786.3963294029236,,,,,,,,,,,,,,,,,,,,,2.9798983149158937,2.4002032487309606,6.3567207013388245,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,9.0,0.0,0.0,64.0,2.0,38.0,6049.0,0.0,46.80799999999999,0.0,0.0,789.3066539764404,,,,,,,,,,,,,,,,,,,,,3.7291462378408333,2.4686488147342542,6.623944670641852,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,9.0,0.0,0.0,87.0,3.0,23.0,6072.0,0.0,22.908000000000015,0.0,0.0,791.2172749042511,,,,,,,,,,,,,,,,,,,,,2.714106926491725,2.48167031607828,6.3891065453205975,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,9.0,0.0,0.0,110.0,4.0,23.0,6095.0,0.0,25.407000000000014,0.0,0.0,793.0668711662292,,,,,,,,,,,,,,,,,,,,,3.022627245882309,2.4608254870402915,6.5012457191600905,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,9.0,0.0,0.0,133.0,5.0,23.0,6118.0,0.0,24.407000000000014,0.0,0.0,794.9401817321777,,,,,,,,,,,,,,,,,,,,,2.88910102834879,2.407545324653609,6.388861291990496,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,9.0,0.0,0.0,233.0,6.0,100.0,6218.0,0.0,90.92499999999997,0.0,0.0,802.2171216011047,,,,,,,,,,,,,,,,,,,,,2.8845979982118957,1.901280014055697,6.565772751146118,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,9.0,0.0,0.0,260.0,7.0,27.0,6245.0,0.0,31.007000000000016,0.0,0.0,804.614275932312,,,,,,,,,,,,,,,,,,,,,3.2882113052060653,2.463825226643786,6.523289877057919,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,9.0,0.0,0.0,286.0,8.0,26.0,6271.0,0.0,27.809000000000015,0.0,0.0,806.7116887569427,,,,,,,,,,,,,,,,,,,,,2.984124842288759,2.640286423097533,6.475466043068107,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,9.0,0.0,0.0,317.0,9.0,31.0,6302.0,0.0,43.404999999999994,0.0,0.0,809.1211783885956,,,,,,,,,,,,,,,,,,,,,4.166268328765744,2.4393040395274084,6.655292203540836,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,9.0,0.0,0.0,351.0,10.0,34.0,6336.0,0.0,47.90599999999999,0.0,0.0,811.7845132350922,,,,,,,,,,,,,,,,,,,,,4.27407422719689,2.6030906394433138,6.653965066513699,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,9.0,0.0,0.0,376.0,11.0,25.0,6361.0,0.0,27.906000000000013,0.0,0.0,813.7495102882385,,,,,,,,,,,,,,,,,,,,,3.173161209120401,2.291975678126487,6.239369248157128,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
