Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
156,9.0,0.0,0.0,418.0,12.0,42.0,6403.0,0.0,56.50699999999999,0.0,0.0,816.874109506607,,,,,,,,,,,,,,,,,,,,,4.144653205184253,2.372364308678623,6.600754315670231,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,9.0,0.0,0.0,448.0,13.0,30.0,6433.0,0.0,40.00599999999999,0.0,0.0,819.2183945178986,,,,,,,,,,,,,,,,,,,,,3.9284768613136776,2.488082690763306,6.6424403545384205,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,9.0,0.0,0.0,488.0,14.0,40.0,6473.0,0.0,46.210999999999984,0.0,0.0,822.1978166103363,,,,,,,,,,,,,,,,,,,,,3.506433940516434,2.6000210267147295,6.619294934622188,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,9.0,0.0,0.0,510.0,15.0,22.0,6495.0,0.0,24.506000000000014,0.0,0.0,824.0039224624634,,,,,,,,,,,,,,,,,,,,,3.0263544883786038,2.41788490530972,6.4743719667160144,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,9.0,0.0,0.0,544.0,16.0,34.0,6529.0,0.0,39.60899999999999,0.0,0.0,826.6702086925507,,,,,,,,,,,,,,,,,,,,,3.4284379628750234,2.5483216645822115,6.627046826678219,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,10.0,0.0,0.0,40.0,1.0,40.0,6569.0,0.0,57.70499999999999,0.0,0.0,866.30326628685,,,,,,,,,,,,,,,,,,,,,4.474217946467343,2.0244051088972497,6.4996636804428025,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,10.0,0.0,0.0,61.0,2.0,21.0,6590.0,0.0,22.906000000000013,0.0,0.0,868.0600438117981,,,,,,,,,,,,,,,,,,,,,2.9191237388129765,2.418626301367453,6.450743493540345,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,10.0,0.0,0.0,158.0,3.0,97.0,6687.0,0.0,100.819,0.0,0.0,875.1003630161285,,,,,,,,,,,,,,,,,,,,,3.3319481607893966,1.8924703686487605,6.254053447452702,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,10.0,0.0,0.0,175.0,4.0,17.0,6704.0,0.0,18.80500000000001,0.0,0.0,876.5031349658966,,,,,,,,,,,,,,,,,,,,,2.883465414181357,2.414248989004172,6.223115076887909,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,10.0,0.0,0.0,196.0,5.0,21.0,6725.0,0.0,22.906000000000013,0.0,0.0,878.2288839817047,,,,,,,,,,,,,,,,,,,,,2.916929107896282,2.509681876087893,6.470495171790599,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,10.0,0.0,0.0,299.0,6.0,103.0,6828.0,0.0,124.7119999999999,0.0,0.0,885.8434784412384,,,,,,,,,,,,,,,,,,,,,3.885698389151229,1.9008628777686574,6.634171107467162,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,10.0,0.0,0.0,329.0,7.0,30.0,6858.0,0.0,35.00799999999999,0.0,0.0,887.8937244415283,,,,,,,,,,,,,,,,,,,,,3.376864656857665,2.510262962536469,6.594597268972862,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,10.0,0.0,0.0,360.0,8.0,31.0,6889.0,0.0,32.80899999999999,0.0,0.0,890.2275443077087,,,,,,,,,,,,,,,,,,,,,3.0356173468574372,2.391311091793343,6.539655248894045,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,10.0,0.0,0.0,408.0,9.0,48.0,6937.0,0.0,66.10700000000003,0.0,0.0,894.1036031246185,,,,,,,,,,,,,,,,,,,,,4.292168595008929,2.2988214553239583,6.63218822830899,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,10.0,0.0,0.0,465.0,10.0,57.0,6994.0,0.0,66.60600000000005,0.0,0.0,898.2103686332703,,,,,,,,,,,,,,,,,,,,,3.654358429250351,1.6644974051314243,6.258103795548961,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,10.0,0.0,0.0,488.0,11.0,23.0,7017.0,0.0,25.308000000000014,0.0,0.0,900.0616645812988,,,,,,,,,,,,,,,,,,,,,3.004881572254642,2.6083492452640002,6.534738787775663,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,10.0,0.0,0.0,514.0,12.0,26.0,7043.0,0.0,31.407000000000014,0.0,0.0,902.0711939334869,,,,,,,,,,,,,,,,,,,,,3.478287578485793,2.5629830293558276,6.584401811858793,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,10.0,0.0,0.0,639.0,13.0,125.0,7168.0,0.0,192.51,0.0,0.0,910.8527112007141,,,,,,,,,,,,,,,,,,,,,5.018494680835873,1.8685244334532927,6.666223405417767,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,10.0,0.0,0.0,673.0,14.0,34.0,7202.0,0.0,49.004999999999995,0.0,0.0,913.4208817481995,,,,,,,,,,,,,,,,,,,,,4.381851278106322,2.4289787985425453,6.653299925133691,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,10.0,0.0,0.0,698.0,15.0,25.0,7227.0,0.0,23.909000000000017,0.0,0.0,915.3751833438873,,,,,,,,,,,,,,,,,,,,,2.6447558833224742,2.418241569111728,6.170063010370287,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,11.0,0.0,0.0,0.0,0.0,76.0,7303.0,0.0,93.61700000000002,0.0,0.0,957.9685542583466,,,,,,,,,0.16480243,0.06527869,0.3107687,0.08975354,,,,,5.050734,3.1616728,17.000877,1.2259015,3.9042666943502904,2.238568952379287,6.611399045352721,0.001,1.4224421,0.0,1.4224421,1.4224421,-9.180138704910856e-18,1.0,5.769810319023694,-3.5296143267537214,3.8807178,2.2340996,7.383154,0.14268301,0.252135,0.03357152,0.32384747,0.20849745,-0.07338914,0.032127917,0.00086486153,-0.10451948,3.8629416582567373,2.218348486654864,6.667982483740499,0.0010000000000000009,0.100401044,0.0,0.100401044,0.100401044,0.99146813,0.43550014,5.352915,0.05546721,0.98885554,0.1681317,1.2,0.8
177,11.0,0.0,0.0,19.0,1.0,19.0,7322.0,0.0,22.80500000000001,0.0,0.0,967.3162026405334,,,,,,,,,,,,,,,,,,,,,3.2667127999429755,2.4329132928890513,6.397422531275574,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,11.0,0.0,0.0,63.0,2.0,44.0,7366.0,0.0,49.911999999999985,0.0,0.0,970.5965397357941,,,,,,,,,,,,,,,,,,,,,3.4333012600886845,2.559700835121899,6.561542362975436,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,11.0,0.0,0.0,116.0,3.0,53.0,7419.0,0.0,63.908999999999985,0.0,0.0,974.7352623939514,,,,,,,,,,,,,,,,,,,,,3.7587225513369273,1.9826614157039923,6.316962109679297,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,11.0,0.0,0.0,139.0,4.0,23.0,7442.0,0.0,22.409000000000017,0.0,0.0,976.5332391262054,,,,,,,,,,,,,,,,,,,,,2.6271261225375158,2.482278243989226,6.258978876067455,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,11.0,0.0,0.0,184.0,5.0,45.0,7487.0,0.0,61.30499999999999,0.0,0.0,979.8678066730499,,,,,,,,,,,,,,,,,,,,,4.22952699761949,1.89208607427003,6.441603126809952,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,11.0,0.0,0.0,210.0,6.0,26.0,7513.0,0.0,27.809000000000015,0.0,0.0,982.0936460494995,,,,,,,,,,,,,,,,,,,,,3.023145162739505,2.5618672643120197,6.486668838024196,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,11.0,0.0,0.0,275.0,7.0,65.0,7578.0,0.0,79.511,0.0,0.0,986.775972366333,,,,,,,,,,,,,,,,,,,,,3.856585674809416,2.110259210241937,6.648121104523205,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,11.0,0.0,0.0,327.0,8.0,52.0,7630.0,0.0,72.01000000000002,0.0,0.0,990.7602064609528,,,,,,,,,,,,,,,,,,,,,4.340175946748419,2.4682459800696965,6.6392963892340005,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,11.0,0.0,0.0,359.0,9.0,32.0,7662.0,0.0,33.61099999999998,0.0,0.0,993.2335171699524,,,,,,,,,,,,,,,,,,,,,3.021180100365283,2.558617681032826,6.582387194990393,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,11.0,0.0,0.0,389.0,10.0,30.0,7692.0,0.0,33.60799999999999,0.0,0.0,995.6213960647583,,,,,,,,,,,,,,,,,,,,,3.2277843214152506,2.3410314046775555,6.511344438946771,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,11.0,0.0,0.0,435.0,11.0,46.0,7738.0,0.0,61.20899999999999,0.0,0.0,999.2366938591003,,,,,,,,,,,,,,,,,,,,,4.116342534108122,2.47424172922073,6.613623992151388,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,11.0,0.0,0.0,523.0,12.0,88.0,7826.0,0.0,119.90599999999989,0.0,0.0,1005.939754486084,,,,,,,,,,,,,,,,,,,,,4.372554670448973,1.8072011983855147,6.564167847343202,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,11.0,0.0,0.0,651.0,13.0,128.0,7954.0,0.0,191.40599999999995,0.0,0.0,1015.0622689723969,,,,,,,,,,,,,,,,,,,,,4.865290969616741,1.4709218263159314,6.634325550723975,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,11.0,0.0,0.0,691.0,14.0,40.0,7994.0,0.0,49.70799999999999,0.0,0.0,1018.1090242862701,,,,,,,,,,,,,,,,,,,,,3.7837313157041015,2.3592508507810517,6.639233084797497,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,11.0,0.0,0.0,731.0,15.0,40.0,8034.0,0.0,53.50699999999999,0.0,0.0,1021.3802223205566,,,,,,,,,,,,,,,,,,,,,4.132561413855192,2.393056346349735,6.548877447344099,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,12.0,0.0,0.0,0.0,0.0,25.0,8059.0,0.0,26.908000000000015,0.0,0.0,1057.893639087677,,,,,,,,,0.09527716,0.040595256,0.18187957,0.044370875,,,,,5.0873504,3.146951,15.401042,0.8947849,2.982125114213903,2.506042015900697,6.488659490565315,0.001,1.3905573,0.0,1.3905573,1.3905573,-4.69935671799008e-18,1.0,6.710639326624451,-2.072057568342931,3.7696617,2.1192007,6.6602864,-0.012840526,0.17109734,0.014868655,0.2054778,0.15711877,-0.06202636,0.027188512,-0.009897302,-0.09993238,3.954707134966836,2.229266423850281,6.60879599928248,0.0010000000000000009,0.0777729,0.0,0.0777729,0.0777729,0.9990503,0.4262775,5.0038033,0.026925674,0.9802532,0.16218469,1.2,0.8
193,12.0,0.0,0.0,23.0,1.0,23.0,8082.0,0.0,22.508000000000017,0.0,0.0,1067.6171147823334,,,,,,,,,,,,,,,,,,,,,2.612672693387562,2.396553808133557,6.400797736608313,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,12.0,0.0,0.0,95.0,2.0,72.0,8154.0,0.0,87.90800000000002,0.0,0.0,1072.7469041347504,,,,,,,,,,,,,,,,,,,,,3.8732187038161734,1.9262565810342196,6.528651176327745,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,12.0,0.0,0.0,188.0,3.0,93.0,8247.0,0.0,140.507,0.0,0.0,1079.4000504016876,,,,,,,,,,,,,,,,,,,,,4.89120465824401,1.7727262162888893,6.655450155722009,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,12.0,0.0,0.0,277.0,4.0,89.0,8336.0,0.0,137.808,0.0,0.0,1085.7861068248749,,,,,,,,,,,,,,,,,,,,,4.989784990990291,1.93470202510769,6.650594059950998,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,12.0,0.0,0.0,334.0,5.0,57.0,8393.0,0.0,86.00800000000001,0.0,0.0,1089.911038160324,,,,,,,,,,,,,,,,,,,,,4.757294264768846,2.3597978067557883,6.654668674932447,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,12.0,0.0,0.0,389.0,6.0,55.0,8448.0,0.0,77.90700000000001,0.0,0.0,1094.0424182415009,,,,,,,,,,,,,,,,,,,,,4.445070125738274,2.0970011916449396,6.519061321883521,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,12.0,0.0,0.0,431.0,7.0,42.0,8490.0,0.0,35.016999999999975,0.0,0.0,1097.2055127620697,,,,,,,,,,,,,,,,,,,,,2.442377170361864,2.4079154260320745,6.516423782531643,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,12.0,0.0,0.0,466.0,8.0,35.0,8525.0,0.0,34.61299999999998,0.0,0.0,1099.857078075409,,,,,,,,,,,,,,,,,,,,,2.8595371648837227,2.561431746643561,6.55408538388701,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,12.0,0.0,0.0,499.0,9.0,33.0,8558.0,0.0,42.50599999999999,0.0,0.0,1102.5297992229462,,,,,,,,,,,,,,,,,,,,,3.876523084628464,2.315030535747213,6.28249277995553,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,12.0,0.0,0.0,530.0,10.0,31.0,8589.0,0.0,38.10699999999999,0.0,0.0,1105.1921899318695,,,,,,,,,,,,,,,,,,,,,3.598503123478846,2.500761602164249,6.629887073781045,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,12.0,0.0,0.0,721.0,11.0,191.0,8780.0,0.0,285.707,0.0,0.0,1118.6499435901642,,,,,,,,,,,,,,,,,,,,,4.919567677046836,1.5514281266330945,6.635328702980027,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,12.0,0.0,0.0,780.0,12.0,59.0,8839.0,0.0,85.208,0.0,0.0,1122.9964408874512,,,,,,,,,,,,,,,,,,,,,4.570283992869386,2.2513347515619095,6.661170053493577,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,12.0,0.0,0.0,817.0,13.0,37.0,8876.0,0.0,37.71199999999998,0.0,0.0,1125.8535778522491,,,,,,,,,,,,,,,,,,,,,2.9811846935937627,2.5651046350355617,6.60121414444175,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,12.0,0.0,0.0,949.0,14.0,132.0,9008.0,0.0,172.12800000000004,0.0,0.0,1135.1570456027985,,,,,,,,,,,,,,,,,,,,,4.237659959457737,2.451377067739162,6.666664500966445,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,12.0,0.0,0.0,1051.0,15.0,102.0,9110.0,0.0,145.90599999999998,0.0,0.0,1142.2840340137482,,,,,,,,,,,,,,,,,,,,,4.627196716941788,1.5548015785269573,6.660776452206555,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,13.0,0.0,0.0,0.0,0.0,108.0,9218.0,0.0,90.4379999999999,0.0,0.0,1205.4703974723816,,,,,,,,,0.067964956,0.043919265,0.17277458,0.035073914,,,,,5.158739,3.5146134,16.08727,0.6218488,2.662210207233724,2.1191777286520335,6.3926311951578745,0.001,1.2609438,0.0,1.2609438,1.2609438,2.452261383123728e-17,0.9999999999999998,7.701540721538878,-3.230310807942393,3.9413602,1.9539968,6.9551334,-0.09753434,0.15017155,0.013290985,0.18213068,0.13572456,-0.069563925,0.031760536,0.0035573435,-0.099011175,4.154551753425995,2.1980216434595325,6.621801522415482,-0.003377195248417633,0.094127364,0.0,0.094127364,0.094127364,0.9956361,0.37305024,3.1062524,0.002182441,0.99503,0.16287343,1.2,0.8
209,13.0,0.0,0.0,74.0,1.0,74.0,9292.0,0.0,111.61000000000001,0.0,0.0,1218.934114933014,,,,,,,,,,,,,,,,,,,,,4.8179741756461985,2.3080618490068763,6.661758147776479,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,13.0,0.0,0.0,119.0,2.0,45.0,9337.0,0.0,62.605999999999995,0.0,0.0,1222.4742851257324,,,,,,,,,,,,,,,,,,,,,4.321205637977653,2.1562227120251225,6.570865076125902,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,13.0,0.0,0.0,163.0,3.0,44.0,9381.0,0.0,60.50699999999999,0.0,0.0,1225.848046541214,,,,,,,,,,,,,,,,,,,,,4.268609916962422,2.278042389761491,6.609764155997561,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,13.0,0.0,0.0,187.0,4.0,24.0,9405.0,0.0,27.007000000000016,0.0,0.0,1227.8577773571014,,,,,,,,,,,,,,,,,,,,,3.118791354660761,2.439613490100682,6.502431780632163,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,13.0,0.0,0.0,268.0,5.0,81.0,9486.0,0.0,121.1039999999999,0.0,0.0,1233.5751926898956,,,,,,,,,,,,,,,,,,,,,4.80606418593638,1.750347049602014,6.6666128198896555,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,13.0,0.0,0.0,298.0,6.0,30.0,9516.0,0.0,32.20799999999999,0.0,0.0,1236.0585091114044,,,,,,,,,,,,,,,,,,,,,3.075009755698391,2.4722572112284724,6.475588855306389,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,13.0,0.0,0.0,399.0,7.0,101.0,9617.0,0.0,153.6069999999999,0.0,0.0,1243.2083740234375,,,,,,,,,,,,,,,,,,,,,4.931736026279161,1.9152346777732123,6.666551813397658,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,13.0,0.0,0.0,474.0,8.0,75.0,9692.0,0.0,107.506,0.0,0.0,1248.6253492832184,,,,,,,,,,,,,,,,,,,,,4.5970004667357145,1.7321409888268653,6.558599338534907,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,13.0,0.0,0.0,529.0,9.0,55.0,9747.0,0.0,77.81,0.0,0.0,1252.8863589763641,,,,,,,,,,,,,,,,,,,,,4.454142350887553,2.663823166043755,6.666635123174266,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,13.0,0.0,0.0,586.0,10.0,57.0,9804.0,0.0,64.90900000000006,0.0,0.0,1257.0548222064972,,,,,,,,,,,,,,,,,,,,,3.54809251730124,2.0135278488466777,6.503301947242428,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,13.0,0.0,0.0,626.0,11.0,40.0,9844.0,0.0,46.11199999999998,0.0,0.0,1260.0542378425598,,,,,,,,,,,,,,,,,,,,,3.490221273562663,2.741778773528359,6.638728057595291,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,13.0,0.0,0.0,653.0,12.0,27.0,9871.0,0.0,28.009000000000018,0.0,0.0,1262.2865152359009,,,,,,,,,,,,,,,,,,,,,2.9021799351483986,2.4908101692484306,6.430489321854244,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,13.0,0.0,0.0,766.0,13.0,113.0,9984.0,0.0,137.20599999999985,0.0,0.0,1270.2919387817383,,,,,,,,,,,,,,,,,,,,,3.923799965296276,1.5346666598714813,6.436580648593416,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,13.0,0.0,0.0,850.0,14.0,84.0,10068.0,0.0,78.22999999999998,0.0,0.0,1276.3732397556305,,,,,,,,,,,,,,,,,,,,,2.9225468422739334,2.3178994190922158,6.545456535281258,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,13.0,0.0,0.0,964.0,15.0,114.0,10182.0,0.0,134.61699999999993,0.0,0.0,1284.5741412639618,,,,,,,,,,,,,,,,,,,,,3.801516409042169,1.8913523569656352,6.64105741568501,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,14.0,0.0,0.0,0.0,0.0,77.0,10259.0,0.0,95.81100000000004,0.0,0.0,1338.7065920829773,,,,,,,,,0.09849344,0.05990729,0.23388639,0.042497493,,,,,5.093518,3.8013706,17.854176,0.71524125,3.961312126453649,2.030741305365083,6.6422242426953,0.001,1.2067878,0.0,1.2067878,1.2067878,6.82557863362248e-18,1.0,6.667345032091333,-4.960923999569688,4.172713,2.2136784,7.4328847,0.044270147,0.1746576,0.030356476,0.24250098,0.14622648,-0.06424848,0.030242138,0.0031585507,-0.09661031,4.081559089950641,2.174754652390345,6.691883397355292,0.0009999999999998899,0.107310966,0.0,0.107310966,0.107310966,0.98908854,0.5173106,9.921099,0.010250933,0.9813142,0.16351469,1.2,0.8
225,14.0,0.0,0.0,26.0,1.0,26.0,10285.0,0.0,24.910000000000018,0.0,0.0,1345.139530658722,,,,,,,,,,,,,,,,,,,,,2.652059686821537,2.5872901538973014,6.477417230187773,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,14.0,0.0,0.0,109.0,2.0,83.0,10368.0,0.0,98.11200000000001,0.0,0.0,1351.1495485305786,,,,,,,,,,,,,,,,,,,,,3.7670472487418807,2.099684430499519,6.658211237402342,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,14.0,0.0,0.0,220.0,3.0,111.0,10479.0,0.0,168.109,0.0,0.0,1358.8995051383972,,,,,,,,,,,,,,,,,,,,,4.918986335324812,1.793656614232258,6.6506456090218276,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,14.0,0.0,0.0,252.0,4.0,32.0,10511.0,0.0,31.810000000000024,0.0,0.0,1361.2943613529205,,,,,,,,,,,,,,,,,,,,,2.8698511772290756,2.483072954205761,6.549854486940555,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,14.0,0.0,0.0,332.0,5.0,80.0,10591.0,0.0,109.10999999999996,0.0,0.0,1367.1677165031433,,,,,,,,,,,,,,,,,,,,,4.369494047345668,2.083328688034587,6.6400657029894035,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,14.0,0.0,0.0,378.0,6.0,46.0,10637.0,0.0,72.305,0.0,0.0,1370.6216430664062,,,,,,,,,,,,,,,,,,,,,4.901362141346116,2.2116199299362234,6.66600349917656,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,14.0,0.0,0.0,416.0,7.0,38.0,10675.0,0.0,52.50699999999999,0.0,0.0,1373.4989507198334,,,,,,,,,,,,,,,,,,,,,4.213462804832412,2.506461725499916,6.6147740402738044,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,14.0,0.0,0.0,453.0,8.0,37.0,10712.0,0.0,34.512999999999984,0.0,0.0,1376.2707719802856,,,,,,,,,,,,,,,,,,,,,2.6956022283208383,2.4288399671993606,6.559736093769559,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,14.0,0.0,0.0,507.0,9.0,54.0,10766.0,0.0,77.61000000000001,0.0,0.0,1380.2101397514343,,,,,,,,,,,,,,,,,,,,,4.5294677409661865,2.667888008549012,6.666589570228239,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,14.0,0.0,0.0,547.0,10.0,40.0,10806.0,0.0,46.61199999999998,0.0,0.0,1383.4702570438385,,,,,,,,,,,,,,,,,,,,,3.4961440674872954,2.664215285419583,6.6546731287892165,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,14.0,0.0,0.0,567.0,11.0,20.0,10826.0,0.0,22.906000000000013,0.0,0.0,1385.2175524234772,,,,,,,,,,,,,,,,,,,,,3.063195244787383,2.4832423199938214,6.466897901822421,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,14.0,0.0,0.0,593.0,12.0,26.0,10852.0,0.0,33.30599999999999,0.0,0.0,1387.2839064598083,,,,,,,,,,,,,,,,,,,,,3.690649831220555,2.5418848784478696,6.501941551018414,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,14.0,0.0,0.0,620.0,13.0,27.0,10879.0,0.0,31.007000000000016,0.0,0.0,1389.461347579956,,,,,,,,,,,,,,,,,,,,,3.3042550193520617,2.445004515121337,6.515376210710803,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,14.0,0.0,0.0,655.0,14.0,35.0,10914.0,0.0,51.40599999999999,0.0,0.0,1392.0859739780426,,,,,,,,,,,,,,,,,,,,,4.452550982564783,2.5417611737054915,6.64887811867112,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,14.0,0.0,0.0,694.0,15.0,39.0,10953.0,0.0,57.90699999999999,0.0,0.0,1395.0223109722137,,,,,,,,,,,,,,,,,,,,,4.550481708456842,2.628649954351579,6.6662343015070675,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,14.0,0.0,0.0,729.0,16.0,35.0,10988.0,0.0,50.50599999999999,0.0,0.0,1397.7122604846954,,,,,,,,,,,,,,,,,,,,,4.399102149296523,2.552199550627367,6.66413761711534,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
